conditionName,apertureDegree,probeEccentricity,relativeTilt,trialNumber,probeAngle,absoluteTilt,reactionTime,stimulusTime,probeVelX,probeVelY,probeStartLocationX,probeStartLocationY,probeEndLocationX,probeEndLocationY,sceneIndex
FullFlow1,1,1,6.648592,20,-15,-8.351408,1.019588,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,4
GlobalFlow,3,0,5.396769,21,-15,-9.603231,1.21953,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,5
GlobalFlow,3,0,0.1926117,22,15,15.19261,1.036251,2,-0.05176381,-0.1931852,1,0,1,0.2,5
LocalFlow,1,0,7.432175,23,15,22.43217,1.871229,2,-0.05176381,-0.1931852,1,0,1,0.2,6
ControlCondition,0,1,0,24,0,0,0.3846789,2,0,-0.2,1.5,0,1.5,-0.2,3
ControlCondition,1,1,0,25,0,0,0.4685979,2,0,-0.2,1.5,0,1.5,-0.2,3
LocalFlow,1,1,19.85435,26,0,19.85435,1.284825,2,0,-0.2,1,0,1,-0.2,6
LocalFlow,1,1,1.511049,27,15,16.51105,1.153579,2,-0.05176381,-0.1931852,1,0,1,0.2,6
GlobalFlow,1,0,14.09796,28,0,14.09796,0.9196235,2,0,-0.2,1,0,1,-0.2,5
LocalFlow,1,0,16.10515,29,0,16.10515,1.04849,2,0,-0.2,1,0,1,-0.2,6
FullFlow1,0,1,32.68938,30,-15,17.68938,1.219813,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,4
LocalFlow,1,1,4.121939,31,15,19.12194,1.301614,2,-0.05176381,-0.1931852,1,0,1,0.2,6
ControlCondition,2,1,0,32,0,0,0.3181494,2,0,-0.2,1.5,0,1.5,-0.2,3
GlobalFlow,3,1,24.25782,33,-15,9.257819,0.7363625,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,5
FullFlow1,0,0,14.60188,34,0,14.60188,1.117595,2,0,-0.2,1,0,1,-0.2,4
ControlCondition,3,1,2.234434,35,-15,-12.76557,0.9847032,2,0.05176381,-0.1931852,1.5,0,1.448236,-0.1931852,3
LocalFlow,1,1,1.35675,36,15,16.35675,1.119021,2,-0.05176381,-0.1931852,1,0,1,0.2,6
ControlCondition,1,0,7.846514,37,15,22.84651,1.434284,2,-0.05176381,-0.1931852,1,0,1,0.2,3
FullFlow1,1,0,2.268818,38,15,17.26882,1.618993,2,-0.05176381,-0.1931852,1,0,1,0.2,4
LocalFlow,2,1,0.1677361,39,-15,-14.83226,1.236174,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,6
LocalFlow,2,1,-1.185631,1,-15,-16.18563,12.12797,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,6
FullFlow1,3,0,30.27696,2,-15,15.27696,1.117636,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,4
GlobalFlow,0,1,20.08284,3,-15,5.082837,0.8365949,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,5
LocalFlow,1,0,5.93709,4,15,20.93709,1.869434,2,-0.05176381,-0.1931852,1,0,1,0.2,6
FullFlow1,3,0,17.34274,5,0,17.34274,1.119012,2,0,-0.2,1,0,1,-0.2,4
LocalFlow,0,1,5.585921,6,-15,-9.414079,0.8515741,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,6
ControlCondition,2,0,0,7,0,0,0.2842786,2,0,-0.2,1,0,1,-0.2,3
ControlCondition,3,1,0,8,0,0,0.3014339,2,0,-0.2,1.5,0,1.5,-0.2,3
LocalFlow,2,1,10.25232,9,0,10.25232,0.7872471,2,0,-0.2,1,0,1,-0.2,6
ControlCondition,2,1,-3.524469,10,-15,-18.52447,1.319063,2,0.05176381,-0.1931852,1.5,0,1.448236,-0.1931852,3
LocalFlow,3,0,1.684883,11,15,16.68488,1.118144,2,-0.05176381,-0.1931852,1,0,1,0.2,6
GlobalFlow,1,0,15,12,-15,0,0.8043892,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,5
ControlCondition,3,0,1.481143,13,-15,-13.51886,1.168406,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,3
LocalFlow,2,1,4.985173,14,-15,-10.01483,0.9864082,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,6
ControlCondition,3,0,5.906642,15,-15,-9.093358,0.8703741,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,3
FullFlow1,0,0,4.025612,16,15,19.02561,1.269974,2,-0.05176381,-0.1931852,1,0,1,0.2,4
GlobalFlow,0,0,17.09839,17,0,17.09839,1.169577,2,0,-0.2,1,0,1,-0.2,5
LocalFlow,2,0,13.93912,18,0,13.93912,0.9691584,2,0,-0.2,1,0,1,-0.2,6
LocalFlow,0,1,3.814559,19,-15,-11.18544,1.019869,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,6
GlobalFlow,3,0,15.69414,20,0,15.69414,1.151064,2,0,-0.2,1,0,1,-0.2,5
GlobalFlow,1,1,0.8439302,21,15,15.84393,1.203488,2,-0.05176381,-0.1931852,1,0,1,0.2,5
LocalFlow,3,0,4.260954,22,15,19.26095,1.285656,2,-0.05176381,-0.1931852,1,0,1,0.2,6
FullFlow1,2,1,5.76236,23,15,20.76236,1.370074,2,-0.05176381,-0.1931852,1,0,1,0.2,4
FullFlow1,3,1,37.20145,24,-15,22.20145,1.719348,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,4
FullFlow1,3,0,20.10108,25,0,20.10108,1.287207,2,0,-0.2,1,0,1,-0.2,4
ControlCondition,0,0,0,26,0,0,0.3357104,2,0,-0.2,1,0,1,-0.2,3
ControlCondition,0,0,0,27,0,0,0.0679884,2,0,-0.2,1,0,1,-0.2,3
FullFlow1,3,0,2.692377,28,15,17.69238,1.286064,2,-0.05176381,-0.1931852,1,0,1,0.2,4
GlobalFlow,1,0,-0.1527176,29,15,14.84728,1.120027,2,-0.05176381,-0.1931852,1,0,1,0.2,5
ControlCondition,0,1,0,30,0,0,0.3340228,2,0,-0.2,1.5,0,1.5,-0.2,3
ControlCondition,1,1,0.5943356,31,-15,-14.40566,1.052774,2,0.05176381,-0.1931852,1.5,0,1.448236,-0.1931852,3
GlobalFlow,3,1,4.841745,32,0,4.841745,0.8866122,2,0,-0.2,1,0,1,-0.2,5
GlobalFlow,3,1,17.00752,33,0,17.00752,1.11865,2,0,-0.2,1,0,1,-0.2,5
GlobalFlow,0,1,25.76223,34,-15,10.76223,0.869892,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,5
FullFlow1,0,1,14.34103,35,0,14.34103,1.103313,2,0,-0.2,1,0,1,-0.2,4
GlobalFlow,3,1,13.41478,36,0,13.41478,1.002086,2,0,-0.2,1,0,1,-0.2,5
FullFlow1,3,1,26.09235,37,-15,11.09235,0.9355971,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,4
LocalFlow,0,0,3.278288,38,15,18.27829,1.202905,2,-0.05176381,-0.1931852,1,0,1,0.2,6
LocalFlow,3,0,17.1024,39,0,17.1024,1.470231,2,0,-0.2,1,0,1,-0.2,6
LocalFlow,2,0,-10.73349,40,0,-10.73349,0.8678116,2,0,-0.2,1,0,1,-0.2,6
GlobalFlow,2,1,-0.8245611,41,15,14.17544,1.069657,2,-0.05176381,-0.1931852,1,0,1,0.2,5
LocalFlow,1,0,14.60046,42,0,14.60046,1.052156,2,0,-0.2,1,0,1,-0.2,6
ControlCondition,2,1,-0.7617331,43,-15,-15.76173,1.136978,2,0.05176381,-0.1931852,1.5,0,1.448236,-0.1931852,3
ControlCondition,0,1,0.4889145,44,-15,-14.51109,1.118757,2,0.05176381,-0.1931852,1.5,0,1.448236,-0.1931852,3
LocalFlow,1,1,10.01814,45,0,10.01814,0.8842005,2,0,-0.2,1,0,1,-0.2,6
LocalFlow,0,0,-1.826857,46,15,13.17314,1.086787,2,-0.05176381,-0.1931852,1,0,1,0.2,6
ControlCondition,2,0,-3.493339,47,15,11.50666,1.484776,2,-0.05176381,-0.1931852,1,0,1,0.2,3
FullFlow1,1,0,13.43274,48,0,13.43274,1.169649,2,0,-0.2,1,0,1,-0.2,4
FullFlow1,1,0,12.43176,49,0,12.43176,1.005501,2,0,-0.2,1,0,1,-0.2,4
FullFlow1,1,0,15,50,-15,0,0.6535285,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,4
LocalFlow,1,1,2.398435,1,-15,-12.60157,8.709226,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,6
GlobalFlow,3,1,15,2,-15,0,0.3538272,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,5
ControlCondition,3,1,0,3,0,0,0.1176897,2,0,-0.2,1.5,0,1.5,-0.2,3
FullFlow1,1,1,13.91608,4,0,13.91608,0.9527162,2,0,-0.2,1,0,1,-0.2,4
ControlCondition,3,1,-0.3402815,5,-15,-15.34028,1.219857,2,0.05176381,-0.1931852,1.5,0,1.448236,-0.1931852,3
GlobalFlow,1,1,11.60616,6,0,11.60616,1.135838,2,0,-0.2,1,0,1,-0.2,5
FullFlow1,0,0,27.33833,7,-15,12.33833,0.9671624,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,4
LocalFlow,0,1,11.02525,8,0,11.02525,1.354453,2,0,-0.2,1,0,1,-0.2,6
GlobalFlow,3,1,-11.74734,9,15,3.252658,2.187095,2,-0.05176381,-0.1931852,1,0,1,0.2,5
FullFlow1,2,1,27.01363,10,-15,12.01363,1.000353,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,4
ControlCondition,0,1,0,11,0,0,0.3186982,2,0,-0.2,1.5,0,1.5,-0.2,3
GlobalFlow,2,0,2.677006,12,15,17.67701,1.201406,2,-0.05176381,-0.1931852,1,0,1,0.2,5
FullFlow1,3,0,25.93119,13,-15,10.93119,0.8196507,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,4
ControlCondition,0,0,14.50515,14,0,14.50515,1.100013,2,0,-0.2,1,0,1,-0.2,3
LocalFlow,3,1,16.94436,15,0,16.94436,1.369513,2,0,-0.2,1,0,1,-0.2,6
FullFlow1,1,0,10.18513,16,15,25.18513,1.503182,2,-0.05176381,-0.1931852,1,0,1,0.2,4
ControlCondition,1,1,8.765751,17,15,23.76575,1.469033,2,-0.05176381,-0.1931852,1.5,0,1.5,0.2,3
ControlCondition,0,1,12.57165,18,0,12.57165,1.23613,2,0,-0.2,1.5,0,1.5,-0.2,3
LocalFlow,1,0,5.83931,19,15,20.83931,1.50148,2,-0.05176381,-0.1931852,1,0,1,0.2,6
FullFlow1,3,0,20.93401,20,0,20.93401,1.372933,2,0,-0.2,1,0,1,-0.2,4
ControlCondition,2,1,8.113146,21,15,23.11315,1.351212,2,-0.05176381,-0.1931852,1.5,0,1.5,0.2,3
FullFlow1,3,1,33.60889,22,-15,18.60889,1.283387,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,4
ControlCondition,2,0,0,23,0,0,0.2665255,2,0,-0.2,1,0,1,-0.2,3
LocalFlow,1,1,17.19209,24,0,17.19209,1.216827,2,0,-0.2,1,0,1,-0.2,6
LocalFlow,1,1,6.185076,25,15,21.18508,1.338886,2,-0.05176381,-0.1931852,1,0,1,0.2,6
ControlCondition,2,1,10.02414,26,15,25.02414,1.667505,2,-0.05176381,-0.1931852,1.5,0,1.5,0.2,3
ControlCondition,0,1,-4.773066,27,-15,-19.77307,1.268491,2,0.05176381,-0.1931852,1.5,0,1.448236,-0.1931852,3
ControlCondition,2,1,1.736894,28,-15,-13.26311,1.085091,2,0.05176381,-0.1931852,1.5,0,1.448236,-0.1931852,3
ControlCondition,2,0,0.9914503,29,-15,-14.00855,1.335911,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,3
ControlCondition,2,0,7.163957,30,0,7.163957,0.7516678,2,0,-0.2,1,0,1,-0.2,3
LocalFlow,3,1,12.76643,31,0,12.76643,0.8669118,2,0,-0.2,1,0,1,-0.2,6
LocalFlow,2,0,26.8673,32,-15,11.8673,1.285269,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,6
FullFlow1,3,1,34.17563,33,-15,19.17563,1.219789,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,4
GlobalFlow,2,1,2.256458,34,15,17.25646,1.201842,2,-0.05176381,-0.1931852,1,0,1,0.2,5
FullFlow1,1,1,16.25523,35,0,16.25523,1.151622,2,0,-0.2,1,0,1,-0.2,4
FullFlow1,1,0,1.001537,36,15,16.00154,1.102489,2,-0.05176381,-0.1931852,1,0,1,0.2,4
GlobalFlow,1,0,17.37339,37,0,17.37339,1.152195,2,0,-0.2,1,0,1,-0.2,5
LocalFlow,2,0,32.00883,38,-15,17.00883,1.186115,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,6
GlobalFlow,2,1,16.52047,39,0,16.52047,1.201932,2,0,-0.2,1,0,1,-0.2,5
