conditionName,apertureDegree,probeEccentricity,relativeTilt,trialNumber,probeAngle,absoluteTilt,reactionTime,stimulusTime,probeVelX,probeVelY,probeStartLocationX,probeStartLocationY,probeEndLocationX,probeEndLocationY,sceneIndex
SameFlow,1,1,40.99648,24,0,40.99648,3.777806,2,0,-0.3,1.5,0,1.5,-0.3,11
OppositeFlow,1,1,-40.68111,25,0,-40.68111,2.905789,2,0,-0.3,1.5,0,1.5,-0.3,10
OppositeFlow,0,0,-12.19328,26,-15,-27.19328,2.405346,2,0.07764572,-0.2897778,1,0,0.9223543,-0.2897778,10
SameFlow,2,0,-19.67555,27,15,-4.675549,1.338619,2,-0.07764572,-0.2897778,1,0,1,0.2,11
ControlCondition,1,1,21.8019,28,0,21.8019,3.074969,2,0,-0.3,1.5,0,1.5,-0.3,4
FullFlow2,0,1,-18.08979,29,-15,-33.08979,2.474296,2,0.07764572,-0.2897778,1.5,0,1.422354,-0.2897778,9
ControlCondition,0,0,-17.19365,30,-15,-32.19365,2.996618,2,0.07764572,-0.2897778,1,0,0.9223543,-0.2897778,4
FullFlow2,2,1,-73.11757,31,15,-58.11757,4.223361,2,-0.07764572,-0.2897778,1.5,0,1.5,0.2,9
FullFlow2,1,0,8.63642,32,0,8.63642,2.050058,2,0,-0.3,1,0,1,-0.3,9
SameFlow,0,0,-42.18879,33,0,-42.18879,3.921523,2,0,-0.3,1,0,1,-0.3,11
OppositeFlow,2,0,52.49922,34,-15,37.49922,2.977722,2,0.07764572,-0.2897778,1,0,0.9223543,-0.2897778,10
OppositeFlow,0,1,-57.5671,35,15,-42.5671,3.266744,2,-0.07764572,-0.2897778,1.5,0,1.5,0.2,10
OppositeFlow,2,0,25.2454,36,0,25.2454,3.200531,2,0,-0.3,1,0,1,-0.3,10
FullFlow2,2,0,-29.47519,37,15,-14.47519,2.143698,2,-0.07764572,-0.2897778,1,0,1,0.2,9
OppositeFlow,2,0,-49.97042,38,15,-34.97042,2.892503,2,-0.07764572,-0.2897778,1,0,1,0.2,10
SameFlow,2,0,-62.63736,39,0,-62.63736,3.896283,2,0,-0.3,1,0,1,-0.3,11
OppositeFlow,3,0,-62.20716,40,0,-62.20716,3.655934,2,0,-0.3,1,0,1,-0.3,10
SameFlow,2,1,-52.95327,41,0,-52.95327,3.07608,2,0,-0.3,1.5,0,1.5,-0.3,11
FullFlow2,1,1,-36.38211,42,0,-36.38211,2.62564,2,0,-0.3,1.5,0,1.5,-0.3,9
SameFlow,3,0,-46.86074,43,15,-31.86074,2.802772,2,-0.07764572,-0.2897778,1,0,1,0.2,11
OppositeFlow,3,1,75.93089,44,-15,60.9309,4.563121,2,0.07764572,-0.2897778,1.5,0,1.422354,-0.2897778,10
FullFlow2,1,1,-39.1805,45,0,-39.1805,2.550006,2,0,-0.3,1.5,0,1.5,-0.3,9
FullFlow2,1,0,-19.27043,46,15,-4.270425,2.030829,2,-0.07764572,-0.2897778,1,0,1,0.2,9
ControlCondition,2,1,-31.26851,47,15,-16.26851,1.812508,2,-0.07764572,-0.2897778,1.5,0,1.5,0.2,4
FullFlow2,1,0,-81.22002,48,15,-66.22002,3.658416,2,-0.07764572,-0.2897778,1,0,1,0.2,9
SameFlow,0,1,56.09567,49,-15,41.09567,3.9372,2,0.07764572,-0.2897778,1.5,0,1.422354,-0.2897778,11
FullFlow2,2,0,0.7865467,50,15,15.78655,2.428053,2,-0.07764572,-0.2897778,1,0,1,0.2,9
SameFlow,1,1,-53.78079,51,0,-53.78079,3.691857,2,0,-0.3,1.5,0,1.5,-0.3,11
ControlCondition,0,0,-3.771232,52,15,11.22877,2.59837,2,-0.07764572,-0.2897778,1,0,1,0.2,4
ControlCondition,0,0,-95.95016,53,15,-80.95016,4.764358,2,-0.07764572,-0.2897778,1,0,1,0.2,4
ControlCondition,3,1,-61.35237,54,0,-61.35237,3.858079,2,0,-0.3,1.5,0,1.5,-0.3,4
SameFlow,0,0,5.670604,55,0,5.670604,2.368704,2,0,-0.3,1,0,1,-0.3,11
ControlCondition,1,1,-54.07421,56,0,-54.07421,3.282741,2,0,-0.3,1.5,0,1.5,-0.3,4
ControlCondition,1,0,-15,57,15,0,1.87135,2,-0.07764572,-0.2897778,1,0,1,0.2,4
FullFlow2,0,0,-26.22155,58,15,-11.22155,1.464833,2,-0.07764572,-0.2897778,1,0,1,0.2,9
ControlCondition,0,0,-41.13268,59,15,-26.13268,2.487827,2,-0.07764572,-0.2897778,1,0,1,0.2,4
SameFlow,2,1,29.81518,60,0,29.81518,3.015809,2,0,-0.3,1.5,0,1.5,-0.3,11
ControlCondition,3,1,61.64431,61,-15,46.64431,3.584146,2,0.07764572,-0.2897778,1.5,0,1.422354,-0.2897778,4
FullFlow2,2,1,-60.02628,62,15,-45.02628,2.883681,2,-0.07764572,-0.2897778,1.5,0,1.5,0.2,9
SameFlow,2,0,-58.38416,63,15,-43.38416,2.997154,2,-0.07764572,-0.2897778,1,0,1,0.2,11
ControlCondition,2,0,-30.93148,64,15,-15.93148,1.79178,2,-0.07764572,-0.2897778,1,0,1,0.2,4
ControlCondition,1,1,39.0252,65,-15,24.0252,2.892305,2,0.07764572,-0.2897778,1.5,0,1.422354,-0.2897778,4
ControlCondition,0,1,-23.67838,66,-15,-38.67838,3.174371,2,0.07764572,-0.2897778,1.5,0,1.422354,-0.2897778,4
SameFlow,0,0,-16.6609,67,-15,-31.6609,2.762304,2,0.07764572,-0.2897778,1,0,0.9223543,-0.2897778,11
FullFlow2,2,0,-24.82907,68,15,-9.829071,2.391281,2,-0.07764572,-0.2897778,1,0,1,0.2,9
OppositeFlow,2,0,40.79597,69,-15,25.79597,3.493335,2,0.07764572,-0.2897778,1,0,0.9223543,-0.2897778,10
SameFlow,3,0,-5.215611,70,15,9.784389,2.046108,2,-0.07764572,-0.2897778,1,0,1,0.2,11
SameFlow,2,1,-49.51634,71,0,-49.51634,3.150046,2,0,-0.3,1.5,0,1.5,-0.3,11
SameFlow,3,1,-39.00613,72,-15,-54.00613,3.590596,2,0.07764572,-0.2897778,1.5,0,1.422354,-0.2897778,11
FullFlow2,1,1,-51.01731,73,0,-51.01731,3.240324,2,0,-0.3,1.5,0,1.5,-0.3,9
FullFlow2,1,0,25.37106,74,0,25.37106,2.641568,2,0,-0.3,1,0,1,-0.3,9
ControlCondition,3,1,-8.785979,75,0,-8.785979,2.463234,2,0,-0.3,1.5,0,1.5,-0.3,4
SameFlow,3,0,-53.66537,76,15,-38.66537,5.57368,2,-0.07764572,-0.2897778,1,0,1,0.2,11
SameFlow,1,1,47.21824,77,-15,32.21824,3.841808,2,0.07764572,-0.2897778,1.5,0,1.422354,-0.2897778,11
ControlCondition,2,1,-15,78,15,0,1.427178,2,-0.07764572,-0.2897778,1.5,0,1.5,0.2,4
ControlCondition,0,0,28.45723,79,-15,13.45723,2.669061,2,0.07764572,-0.2897778,1,0,0.9223543,-0.2897778,4
SameFlow,3,0,-14.36151,80,0,-14.36151,2.362725,2,0,-0.3,1,0,1,-0.3,11
OppositeFlow,0,1,77.67914,81,-15,62.67914,4.289565,2,0.07764572,-0.2897778,1.5,0,1.422354,-0.2897778,10
FullFlow2,2,1,-25.33292,82,-15,-40.33292,3.471195,2,0.07764572,-0.2897778,1.5,0,1.422354,-0.2897778,9
FullFlow2,0,0,0.2855511,83,15,15.28555,2.597897,2,-0.07764572,-0.2897778,1,0,1,0.2,9
ControlCondition,1,0,-48.41658,84,15,-33.41658,2.521727,2,-0.07764572,-0.2897778,1,0,1,0.2,4
ControlCondition,1,0,9.188703,85,-15,-5.811297,2.318703,2,0.07764572,-0.2897778,1,0,0.9223543,-0.2897778,4
SameFlow,2,0,34.88795,86,0,34.88795,3.170911,2,0,-0.3,1,0,1,-0.3,11
SameFlow,3,1,51.99235,87,-15,36.99235,3.253083,2,0.07764572,-0.2897778,1.5,0,1.422354,-0.2897778,11
FullFlow2,1,0,-63.03493,88,15,-48.03493,2.9988,2,-0.07764572,-0.2897778,1,0,1,0.2,9
ControlCondition,2,0,-22.71667,89,-15,-37.71667,2.643091,2,0.07764572,-0.2897778,1,0,0.9223543,-0.2897778,4
ControlCondition,1,1,39.14811,90,-15,24.14811,2.686592,2,0.07764572,-0.2897778,1.5,0,1.422354,-0.2897778,4
SameFlow,1,1,-15.58161,91,0,-15.58161,7.471906,2,0,-0.3,1.5,0,1.5,-0.3,11
FullFlow2,3,0,-11.47728,92,15,3.522719,3.965375,2,-0.07764572,-0.2897778,1,0,1,0.2,9
ControlCondition,3,1,26.85838,93,-15,11.85838,2.043369,2,0.07764572,-0.2897778,1.5,0,1.422354,-0.2897778,4
OppositeFlow,3,0,-20.29038,94,-15,-35.29038,2.41173,2,0.07764572,-0.2897778,1,0,0.9223543,-0.2897778,10
FullFlow2,1,1,14.76071,95,15,29.76071,2.261122,2,-0.07764572,-0.2897778,1.5,0,1.5,0.2,9
SameFlow,1,0,-61.31881,96,15,-46.31881,2.915703,2,-0.07764572,-0.2897778,1,0,1,0.2,11
OppositeFlow,0,0,-18.12197,97,-15,-33.12197,2.321478,2,0.07764572,-0.2897778,1,0,0.9223543,-0.2897778,10
FullFlow2,2,0,48.35485,98,-15,33.35485,3.121364,2,0.07764572,-0.2897778,1,0,0.9223543,-0.2897778,9
FullFlow2,1,1,-31.80008,99,0,-31.80008,2.296488,2,0,-0.3,1.5,0,1.5,-0.3,9
ControlCondition,3,1,-59.70124,100,15,-44.70124,2.627196,2,-0.07764572,-0.2897778,1.5,0,1.5,0.2,4
ControlCondition,3,0,15,101,-15,0,1.578264,2,0.07764572,-0.2897778,1,0,0.9223543,-0.2897778,4
FullFlow2,2,1,-11.99452,102,0,-11.99452,1.442946,2,0,-0.3,1.5,0,1.5,-0.3,9
ControlCondition,3,1,63.38293,103,-15,48.38293,3.60524,2,0.07764572,-0.2897778,1.5,0,1.422354,-0.2897778,4
ControlCondition,0,0,3.683809,104,-15,-11.31619,1.646163,2,0.07764572,-0.2897778,1,0,0.9223543,-0.2897778,4
ControlCondition,2,1,-63.52943,105,15,-48.52943,5.401197,2,-0.07764572,-0.2897778,1.5,0,1.5,0.2,4
FullFlow2,3,0,-59.29802,106,0,-59.29802,4.480418,2,0,-0.3,1,0,1,-0.3,9
OppositeFlow,0,0,-2.408294,107,15,12.59171,2.873408,2,-0.07764572,-0.2897778,1,0,1,0.2,10
FullFlow2,2,0,-6.267807,108,-15,-21.26781,3.182914,2,0.07764572,-0.2897778,1,0,0.9223543,-0.2897778,9
ControlCondition,3,0,-6.583572,109,0,-6.583572,1.98032,2,0,-0.3,1,0,1,-0.3,4
FullFlow2,1,0,-1.242193,110,0,-1.242193,2.135967,2,0,-0.3,1,0,1,-0.3,9
FullFlow2,2,1,-15.29789,111,-15,-30.29789,2.765541,2,0.07764572,-0.2897778,1.5,0,1.422354,-0.2897778,9
ControlCondition,1,0,-40.25329,112,-15,-55.25329,3.3804,2,0.07764572,-0.2897778,1,0,0.9223543,-0.2897778,4
ControlCondition,1,0,-45.11447,113,-15,-60.11447,3.427442,2,0.07764572,-0.2897778,1,0,0.9223543,-0.2897778,4
SameFlow,0,0,6.524014,114,-15,-8.475986,1.652327,2,0.07764572,-0.2897778,1,0,0.9223543,-0.2897778,11
SameFlow,0,0,-79.27008,115,15,-64.27008,4.155123,2,-0.07764572,-0.2897778,1,0,1,0.2,11
ControlCondition,0,0,-64.69282,116,0,-64.69282,4.514481,2,0,-0.3,1,0,1,-0.3,4
ControlCondition,0,0,-23.71706,117,15,-8.717062,1.725644,2,-0.07764572,-0.2897778,1,0,1,0.2,4
FullFlow2,0,0,-7.535573,118,0,-7.535573,2.778451,2,0,-0.3,1,0,1,-0.3,9
OppositeFlow,0,1,-47.24874,119,0,-47.24874,3.517441,2,0,-0.3,1.5,0,1.5,-0.3,10
ControlCondition,2,1,-18.44675,120,15,-3.446749,2.74939,2,-0.07764572,-0.2897778,1.5,0,1.5,0.2,4
FullFlow2,2,0,-50.01121,121,0,-50.01121,3.052005,2,0,-0.3,1,0,1,-0.3,9
FullFlow2,1,1,-46.72102,122,-15,-61.72102,5.105243,2,0.07764572,-0.2897778,1.5,0,1.422354,-0.2897778,9
SameFlow,3,0,-93.69134,123,15,-78.69134,4.567729,2,-0.07764572,-0.2897778,1,0,1,0.2,11
ControlCondition,2,1,13.39219,124,15,28.39219,2.845201,2,-0.07764572,-0.2897778,1.5,0,1.5,0.2,4
OppositeFlow,1,0,-57.30459,125,0,-57.30459,3.588375,2,0,-0.3,1,0,1,-0.3,10
FullFlow2,0,0,8.716613,126,0,8.716613,2.036255,2,0,-0.3,1,0,1,-0.3,9
FullFlow2,1,1,19.42299,127,0,19.42299,2.542382,2,0,-0.3,1.5,0,1.5,-0.3,9
SameFlow,0,0,-37.86961,128,15,-22.86961,2.897234,2,-0.07764572,-0.2897778,1,0,1,0.2,11
ControlCondition,1,0,-76.98734,129,15,-61.98734,3.521576,2,-0.07764572,-0.2897778,1,0,1,0.2,4
SameFlow,3,0,29.20371,130,0,29.20371,4.548011,2,0,-0.3,1,0,1,-0.3,11
ControlCondition,3,0,-28.37295,131,0,-28.37295,2.263379,2,0,-0.3,1,0,1,-0.3,4
ControlCondition,1,0,0,132,0,0,1.771228,2,0,-0.3,1,0,1,-0.3,4
OppositeFlow,0,1,-79.18568,133,15,-64.18568,3.948468,2,-0.07764572,-0.2897778,1.5,0,1.5,0.2,10
OppositeFlow,0,0,16.67743,134,0,16.67743,2.434418,2,0,-0.3,1,0,1,-0.3,10
FullFlow2,0,1,-9.364188,135,0,-9.364188,2.045032,2,0,-0.3,1.5,0,1.5,-0.3,9
OppositeFlow,0,1,-33.95856,136,15,-18.95856,2.120406,2,-0.07764572,-0.2897778,1.5,0,1.5,0.2,10
SameFlow,1,1,-5.120175,137,15,9.879825,2.182282,2,-0.07764572,-0.2897778,1.5,0,1.5,0.2,11
FullFlow2,0,1,-15,138,15,0,1.298081,2,-0.07764572,-0.2897778,1.5,0,1.5,0.2,9
ControlCondition,3,1,-58.0562,139,0,-58.0562,4.240617,2,0,-0.3,1.5,0,1.5,-0.3,4
ControlCondition,2,1,-33.93846,140,-15,-48.93846,3.026617,2,0.07764572,-0.2897778,1.5,0,1.422354,-0.2897778,4
ControlCondition,0,0,-23.13808,141,15,-8.138084,2.384153,2,-0.07764572,-0.2897778,1,0,1,0.2,4
SameFlow,0,0,-39.20976,142,0,-39.20976,2.850671,2,0,-0.3,1,0,1,-0.3,11
