FullFlow2,1,1,19.42395,33,0,19.42395,1.436706,2,0,-0.2,1.5,0,1.5,-0.2,7
ControlCondition,2,0,0,34,0,0,0.2852711,2,0,-0.2,1,0,1,-0.2,3
SameFlow,3,0,17.04084,35,0,17.04084,1.151223,2,0,-0.2,1,0,1,-0.2,9
ControlCondition,0,1,0,36,0,0,0.3507512,2,0,-0.2,1.5,0,1.5,-0.2,3
ControlCondition,0,1,2.886001,37,-15,-12.114,1.035084,2,0.05176381,-0.1931852,1.5,0,1.448236,-0.1931852,3
FullFlow2,2,0,-0.906085,38,15,14.09391,1.019825,2,-0.05176381,-0.1931852,1,0,1,0.2,7
FullFlow2,3,1,-2.663803,39,15,12.3362,1.085747,2,-0.05176381,-0.1931852,1.5,0,1.5,0.2,7
OppositeFlow,1,0,1.697346,40,15,16.69735,1.152154,2,-0.05176381,-0.1931852,1,0,1,0.2,8
OppositeFlow,1,0,0.516223,41,15,15.51622,1.050473,2,-0.05176381,-0.1931852,1,0,1,0.2,8
OppositeFlow,1,0,0,42,0,0,0.4186434,2,0,-0.2,1,0,1,-0.2,8
SameFlow,0,1,14.85174,43,0,14.85174,1.053742,2,0,-0.2,1.5,0,1.5,-0.2,9
OppositeFlow,1,1,13.91021,44,0,13.91021,1.019553,2,0,-0.2,1.5,0,1.5,-0.2,8
OppositeFlow,3,0,11.41749,45,0,11.41749,0.8689654,2,0,-0.2,1,0,1,-0.2,8
ControlCondition,3,0,0,46,0,0,0.2009873,2,0,-0.2,1,0,1,-0.2,3
FullFlow2,0,1,23.46931,47,0,23.46931,1.421848,2,0,-0.2,1.5,0,1.5,-0.2,7
ControlCondition,3,0,0,48,0,0,0.3162088,2,0,-0.2,1,0,1,-0.2,3
OppositeFlow,3,0,6.333047,49,-15,-8.666953,0.8875439,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,8
OppositeFlow,1,1,5.40163,50,-15,-9.59837,0.9351922,2,0.05176381,-0.1931852,1.5,0,1.448236,-0.1931852,8
ControlCondition,3,1,2.486188,51,-15,-12.51381,1.036617,2,0.05176381,-0.1931852,1.5,0,1.448236,-0.1931852,3
FullFlow2,3,1,28.66626,52,-15,13.66626,1.018811,2,0.05176381,-0.1931852,1.5,0,1.448236,-0.1931852,7
ControlCondition,3,1,8.594242,53,0,8.594242,0.6700194,2,0,-0.2,1.5,0,1.5,-0.2,3
ControlCondition,2,0,-1.370605,54,-15,-16.37061,1.132969,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,3
ControlCondition,0,0,3.084226,55,-15,-11.91577,1.084614,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,3
SameFlow,0,1,12.42104,56,0,12.42104,1.00157,2,0,-0.2,1.5,0,1.5,-0.2,9
ControlCondition,0,1,9.430217,57,0,9.430217,0.9167339,2,0,-0.2,1.5,0,1.5,-0.2,3
OppositeFlow,2,0,12.24422,58,0,12.24422,0.8681174,2,0,-0.2,1,0,1,-0.2,8
SameFlow,2,0,0.8585224,59,15,15.85852,1.365819,2,-0.05176381,-0.1931852,1,0,1,0.2,9
ControlCondition,2,1,1.836749,60,-15,-13.16325,1.152849,2,0.05176381,-0.1931852,1.5,0,1.448236,-0.1931852,3
OppositeFlow,3,1,-1.647414,61,15,13.35259,1.087002,2,-0.05176381,-0.1931852,1.5,0,1.5,0.2,8
OppositeFlow,2,1,0.8315611,62,15,15.83156,1.252121,2,-0.05176381,-0.1931852,1.5,0,1.5,0.2,8
SameFlow,1,0,-0.4162312,63,15,14.58377,1.134995,2,-0.05176381,-0.1931852,1,0,1,0.2,9
SameFlow,0,1,1.602139,64,15,16.60214,1.185987,2,-0.05176381,-0.1931852,1.5,0,1.5,0.2,9
FullFlow2,2,0,30.17638,65,-15,15.17638,1.099714,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,7
ControlCondition,3,1,8.064816,66,0,8.064816,0.685551,2,0,-0.2,1.5,0,1.5,-0.2,3
ControlCondition,1,1,0.6008301,67,15,15.60083,1.052379,2,-0.05176381,-0.1931852,1.5,0,1.5,0.2,3
SameFlow,3,0,15.44212,68,0,15.44212,1.317069,2,0,-0.2,1,0,1,-0.2,9
ControlCondition,3,0,4.026972,69,15,19.02697,1.104601,2,-0.05176381,-0.1931852,1,0,1,0.2,3
OppositeFlow,1,0,0.1331873,70,-15,-14.86681,1.12015,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,8
OppositeFlow,0,1,0.09837437,71,15,15.09837,1.284258,2,-0.05176381,-0.1931852,1.5,0,1.5,0.2,8
ControlCondition,2,1,3.180494,72,15,18.18049,1.403712,2,-0.05176381,-0.1931852,1.5,0,1.5,0.2,3
SameFlow,2,1,16.17939,73,0,16.17939,1.285663,2,0,-0.2,1.5,0,1.5,-0.2,9
SameFlow,3,0,31.66114,74,-15,16.66114,1.200128,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,9
ControlCondition,2,1,-0.1858187,75,-15,-15.18582,1.169389,2,0.05176381,-0.1931852,1.5,0,1.448236,-0.1931852,3
OppositeFlow,2,1,0,76,0,0,0.3509126,2,0,-0.2,1.5,0,1.5,-0.2,8
ControlCondition,3,1,4.241858,77,-15,-10.75814,0.9713764,2,0.05176381,-0.1931852,1.5,0,1.448236,-0.1931852,3
OppositeFlow,2,1,-2.563659,78,15,12.43634,0.9687665,2,-0.05176381,-0.1931852,1.5,0,1.5,0.2,8
SameFlow,2,1,8.737738,79,-15,-6.262262,0.8524042,2,0.05176381,-0.1931852,1.5,0,1.448236,-0.1931852,9
ControlCondition,2,1,2.738235,80,-15,-12.26176,1.11984,2,0.05176381,-0.1931852,1.5,0,1.448236,-0.1931852,3
ControlCondition,0,1,-0.3860464,81,15,14.61395,1.052295,2,-0.05176381,-0.1931852,1.5,0,1.5,0.2,3
ControlCondition,3,0,5.10338,82,-15,-9.89662,1.136839,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,3
OppositeFlow,2,1,17.93531,83,0,17.93531,1.253978,2,0,-0.2,1.5,0,1.5,-0.2,8
SameFlow,2,1,3.177078,84,15,18.17708,1.23632,2,-0.05176381,-0.1931852,1.5,0,1.5,0.2,9
SameFlow,0,1,19.11378,85,0,19.11378,1.33527,2,0,-0.2,1.5,0,1.5,-0.2,9
SameFlow,2,1,6.201811,86,15,21.20181,1.26978,2,-0.05176381,-0.1931852,1.5,0,1.5,0.2,9
OppositeFlow,1,1,0,87,0,0,0.4527717,2,0,-0.2,1.5,0,1.5,-0.2,8
OppositeFlow,0,1,13.43084,88,0,13.43084,1.152941,2,0,-0.2,1.5,0,1.5,-0.2,8
ControlCondition,1,1,0,89,0,0,0.3518212,2,0,-0.2,1.5,0,1.5,-0.2,3
OppositeFlow,3,1,-3.436066,90,-15,-18.43607,1.286213,2,0.05176381,-0.1931852,1.5,0,1.448236,-0.1931852,8
ControlCondition,2,1,8.430063,91,15,23.43006,1.267156,2,-0.05176381,-0.1931852,1.5,0,1.5,0.2,3
SameFlow,1,1,7.15272,92,-15,-7.84728,1.201729,2,0.05176381,-0.1931852,1.5,0,1.448236,-0.1931852,9
ControlCondition,0,1,5.418497,93,0,5.418497,0.7182832,2,0,-0.2,1.5,0,1.5,-0.2,3
FullFlow2,2,0,14.936,94,15,29.936,1.719974,2,-0.05176381,-0.1931852,1,0,1,0.2,7
ControlCondition,3,0,13.44873,95,15,28.44873,1.500993,2,-0.05176381,-0.1931852,1,0,1,0.2,3
OppositeFlow,3,0,13.61695,96,15,28.61695,1.585285,2,-0.05176381,-0.1931852,1,0,1,0.2,8
FullFlow2,0,0,25.03331,97,0,25.03331,1.419726,2,0,-0.2,1,0,1,-0.2,7
FullFlow2,3,0,13.45065,98,15,28.45065,1.420048,2,-0.05176381,-0.1931852,1,0,1,0.2,7
FullFlow2,1,0,37.59583,99,-15,22.59583,1.400299,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,7
SameFlow,3,1,18.44111,100,15,33.44111,2.038368,2,-0.05176381,-0.1931852,1.5,0,1.5,0.2,9
ControlCondition,2,0,9.842822,101,0,9.842822,0.9358016,2,0,-0.2,1,0,1,-0.2,3
