conditionName,apertureDegree,probeEccentricity,relativeTilt,trialNumber,probeAngle,absoluteTilt,reactionTime,stimulusTime,probeVelX,probeVelY,probeStartLocationX,probeStartLocationY,probeEndLocationX,probeEndLocationY,sceneIndex
GlobalFlow,0,1,15,18,-15,0,0.4958745,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,5
FullFlow1,1,1,19.40242,19,0,19.40242,1.296474,2,0,-0.2,1,0,1,-0.2,4
ControlCondition,3,0,0.8160553,20,-15,-14.18394,1.34342,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,3
ControlCondition,1,0,0,21,0,0,0.3932934,2,0,-0.2,1,0,1,-0.2,3
FullFlow1,1,0,13.44685,22,0,13.44685,1.079216,2,0,-0.2,1,0,1,-0.2,4
GlobalFlow,0,1,13.31948,23,15,28.31948,2.628432,2,-0.05176381,-0.1931852,1,0,1,0.2,5
ControlCondition,2,0,-9.159736,24,0,-9.159736,1.044222,2,0,-0.2,1,0,1,-0.2,3
ControlCondition,2,1,-3.780052,25,-15,-18.78005,1.607699,2,0.05176381,-0.1931852,1.5,0,1.448236,-0.1931852,3
ControlCondition,2,1,-0.008192062,26,15,14.99181,1.425845,2,-0.05176381,-0.1931852,1.5,0,1.5,0.2,3
GlobalFlow,0,1,23.2219,27,-15,8.221899,2.542321,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,5
FullFlow1,2,0,15,28,-15,0,0.3784128,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,4
GlobalFlow,3,0,3.10124,29,15,18.10124,1.309347,2,-0.05176381,-0.1931852,1,0,1,0.2,5
GlobalFlow,2,1,7.0529,30,15,22.0529,2.09112,2,-0.05176381,-0.1931852,1,0,1,0.2,5
GlobalFlow,2,1,7.098005,31,15,22.09801,1.394055,2,-0.05176381,-0.1931852,1,0,1,0.2,5
FullFlow1,1,0,15,32,-15,0,0.541734,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,4
LocalFlow,3,0,23.32004,33,0,23.32004,1.491553,2,0,-0.2,1,0,1,-0.2,6
LocalFlow,0,0,-2.083307,34,-15,-17.08331,1.226888,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,6
FullFlow1,1,1,0,35,0,0,0.3278273,2,0,-0.2,1,0,1,-0.2,4
LocalFlow,1,0,-5.50042,36,0,-5.50042,0.9951702,2,0,-0.2,1,0,1,-0.2,6
GlobalFlow,2,1,17.94805,37,0,17.94805,1.223234,2,0,-0.2,1,0,1,-0.2,5
GlobalFlow,0,0,21.67435,38,0,21.67435,1.592353,2,0,-0.2,1,0,1,-0.2,5
FullFlow1,0,1,7.529655,39,15,22.52966,1.547025,2,-0.05176381,-0.1931852,1,0,1,0.2,4
FullFlow1,3,0,7.433359,40,15,22.43336,1.960418,2,-0.05176381,-0.1931852,1,0,1,0.2,4
GlobalFlow,1,0,20.44651,41,-15,5.446508,1.059792,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,5
ControlCondition,0,1,-0.5101194,42,-15,-15.51012,1.259875,2,0.05176381,-0.1931852,1.5,0,1.448236,-0.1931852,3
ControlCondition,1,1,4.673323,43,15,19.67332,1.34513,2,-0.05176381,-0.1931852,1.5,0,1.5,0.2,3
LocalFlow,3,1,6.681244,44,-15,-8.318756,0.908477,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,6
LocalFlow,3,0,0.6129684,45,-15,-14.38703,1.27832,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,6
FullFlow1,3,0,8.75009,46,15,23.75009,1.462139,2,-0.05176381,-0.1931852,1,0,1,0.2,4
ControlCondition,3,1,6.763856,47,0,6.763856,0.793191,2,0,-0.2,1.5,0,1.5,-0.2,3
LocalFlow,0,1,-1.642447,48,-15,-16.64245,1.379211,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,6
GlobalFlow,0,0,17.77672,49,15,32.77672,3.146178,2,-0.05176381,-0.1931852,1,0,1,0.2,5
FullFlow1,0,1,20.21063,50,15,35.21063,3.359961,2,-0.05176381,-0.1931852,1,0,1,0.2,4
GlobalFlow,1,1,20.83522,51,0,20.83522,2.943902,2,0,-0.2,1,0,1,-0.2,5
FullFlow1,2,0,11.67862,52,-15,-3.321383,2.043794,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,4
GlobalFlow,2,1,0,53,0,0,0.7772636,2,0,-0.2,1,0,1,-0.2,5
GlobalFlow,0,0,4.155117,54,-15,-10.84488,1.276029,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,5
LocalFlow,0,0,-0.8272533,55,15,14.17275,1.360734,2,-0.05176381,-0.1931852,1,0,1,0.2,6
FullFlow1,0,0,9.915316,56,15,24.91532,1.713001,2,-0.05176381,-0.1931852,1,0,1,0.2,4
ControlCondition,3,0,-0.8429489,57,-15,-15.84295,1.296249,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,3
LocalFlow,1,0,-17.17493,58,0,-17.17493,1.424796,2,0,-0.2,1,0,1,-0.2,6
ControlCondition,2,0,0,59,0,0,0.8244097,2,0,-0.2,1,0,1,-0.2,3
GlobalFlow,1,0,0,60,0,0,0.361484,2,0,-0.2,1,0,1,-0.2,5
LocalFlow,2,1,4.265419,61,15,19.26542,1.224737,2,-0.05176381,-0.1931852,1,0,1,0.2,6
FullFlow1,3,0,6.263168,62,15,21.26317,1.480172,2,-0.05176381,-0.1931852,1,0,1,0.2,4
GlobalFlow,1,0,22.57159,63,0,22.57159,1.445856,2,0,-0.2,1,0,1,-0.2,5
ControlCondition,0,1,9.494396,64,15,24.4944,1.608514,2,-0.05176381,-0.1931852,1.5,0,1.5,0.2,3
ControlCondition,3,0,-4.544147,65,-15,-19.54415,1.528535,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,3
LocalFlow,3,1,-0.4514866,66,-15,-15.45149,1.045184,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,6
GlobalFlow,2,0,7.843111,67,15,22.84311,1.12786,2,-0.05176381,-0.1931852,1,0,1,0.2,5
GlobalFlow,1,0,5.661417,68,15,20.66142,1.562232,2,-0.05176381,-0.1931852,1,0,1,0.2,5
LocalFlow,3,1,-15,69,15,0,0.7265787,2,-0.05176381,-0.1931852,1,0,1,0.2,6
ControlCondition,2,0,-15,70,15,0,0.5635988,2,-0.05176381,-0.1931852,1,0,1,0.2,3
GlobalFlow,2,1,16.67286,71,0,16.67286,1.14458,2,0,-0.2,1,0,1,-0.2,5
FullFlow1,2,0,15.34954,72,0,15.34954,1.079195,2,0,-0.2,1,0,1,-0.2,4
FullFlow1,0,1,4.995565,73,15,19.99557,1.379989,2,-0.05176381,-0.1931852,1,0,1,0.2,4
ControlCondition,3,0,3.306337,74,0,3.306337,1.059597,2,0,-0.2,1,0,1,-0.2,3
FullFlow1,2,1,18.62987,75,-15,3.62987,0.9651254,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,4
FullFlow1,1,1,32.40292,76,-15,17.40293,1.06088,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,4
ControlCondition,3,0,0,77,0,0,0.3451108,2,0,-0.2,1,0,1,-0.2,3
FullFlow1,3,1,3.733887,78,15,18.73389,1.694481,2,-0.05176381,-0.1931852,1,0,1,0.2,4
LocalFlow,2,0,3.736839,79,15,18.73684,1.578604,2,-0.05176381,-0.1931852,1,0,1,0.2,6
FullFlow1,1,0,34.67537,80,-15,19.67537,1.947406,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,4
FullFlow1,0,1,19.19017,81,0,19.19017,1.227325,2,0,-0.2,1,0,1,-0.2,4
ControlCondition,3,1,0,82,0,0,0.3593937,2,0,-0.2,1.5,0,1.5,-0.2,3
FullFlow1,2,0,15,83,-15,0,0.4598382,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,4
GlobalFlow,3,0,4.678739,84,-15,-10.32126,0.9290977,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,5
ControlCondition,2,0,0,85,0,0,0.9906303,2,0,-0.2,1,0,1,-0.2,3
GlobalFlow,3,1,4.230042,86,15,19.23004,1.744341,2,-0.05176381,-0.1931852,1,0,1,0.2,5
FullFlow1,3,0,0,87,0,0,0.7123436,2,0,-0.2,1,0,1,-0.2,4
GlobalFlow,2,1,14.834,88,-15,-0.166004,0.4777502,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,5
LocalFlow,0,0,-1.149004,89,15,13.851,0.9795486,2,-0.05176381,-0.1931852,1,0,1,0.2,6
FullFlow1,0,0,1.475962,90,15,16.47596,1.328006,2,-0.05176381,-0.1931852,1,0,1,0.2,4
LocalFlow,1,1,0,91,0,0,0.7438862,2,0,-0.2,1,0,1,-0.2,6
LocalFlow,0,0,5.080479,92,15,20.08048,1.224527,2,-0.05176381,-0.1931852,1,0,1,0.2,6
FullFlow1,0,1,2.430899,93,15,17.4309,1.197033,2,-0.05176381,-0.1931852,1,0,1,0.2,4
GlobalFlow,0,1,5.040686,94,15,20.04069,1.157929,2,-0.05176381,-0.1931852,1,0,1,0.2,5
LocalFlow,3,0,3.310492,95,-15,-11.68951,1.10962,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,6
FullFlow1,3,0,8.827667,96,0,8.827667,0.7605379,2,0,-0.2,1,0,1,-0.2,4
ControlCondition,1,1,0,97,0,0,0.4451643,2,0,-0.2,1.5,0,1.5,-0.2,3
GlobalFlow,3,1,-3.748167,98,-15,-18.74817,1.24524,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,5
LocalFlow,2,0,-22.96367,99,15,-7.963674,1.759159,2,-0.05176381,-0.1931852,1,0,1,0.2,6
FullFlow1,3,1,-3.714193,100,-15,-18.71419,1.077202,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,4
FullFlow1,0,0,-6.260445,101,-15,-21.26044,1.228489,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,4
LocalFlow,2,0,14.02831,102,15,29.02831,1.926998,2,-0.05176381,-0.1931852,1,0,1,0.2,6
GlobalFlow,0,1,-1.7127,103,-15,-16.7127,2.180819,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,5
FullFlow1,0,1,22.74646,104,0,22.74646,1.812353,2,0,-0.2,1,0,1,-0.2,4
LocalFlow,2,1,-10.40231,105,0,-10.40231,0.8953077,2,0,-0.2,1,0,1,-0.2,6
FullFlow1,1,0,7.587217,106,-15,-7.412783,1.177595,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,4
