conditionName,apertureDegree,probeEccentricity,relativeTilt,trialNumber,probeAngle,absoluteTilt,reactionTime,stimulusTime,probeVelX,probeVelY,probeStartLocationX,probeStartLocationY,probeEndLocationX,probeEndLocationY,sceneIndex
SameFlow,0,1,0,59,0,0,0.9101861,2,0,-0.2,1.5,0,1.5,-0.2,9
SameFlow,0,0,11.89654,60,0,11.89654,1.043692,2,0,-0.2,1,0,1,-0.2,9
FullFlow2,2,0,17.68313,61,0,17.68313,1.091508,2,0,-0.2,1,0,1,-0.2,7
ControlCondition,3,0,-0.9026365,62,-15,-15.90264,2.89669,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,3
FullFlow2,3,1,33.0687,63,-15,18.0687,1.478734,2,0.05176381,-0.1931852,1.5,0,1.448236,-0.1931852,7
ControlCondition,0,1,0.08292961,64,-15,-14.91707,1.380338,2,0.05176381,-0.1931852,1.5,0,1.448236,-0.1931852,3
ControlCondition,0,0,2.479187,65,15,17.47919,1.379983,2,-0.05176381,-0.1931852,1,0,1,0.2,3
FullFlow2,0,0,15,66,-15,0,0.9454821,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,7
ControlCondition,1,1,-5.095276,67,-15,-20.09528,2.619678,2,0.05176381,-0.1931852,1.5,0,1.448236,-0.1931852,3
ControlCondition,0,1,-3.406206,68,-15,-18.40621,1.385171,2,0.05176381,-0.1931852,1.5,0,1.448236,-0.1931852,3
ControlCondition,2,0,1.226995,69,-15,-13.773,1.218696,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,3
FullFlow2,0,1,0,70,0,0,0.3596611,2,0,-0.2,1.5,0,1.5,-0.2,7
ControlCondition,0,1,-1.316956,71,15,13.68304,1.148269,2,-0.05176381,-0.1931852,1.5,0,1.5,0.2,3
OppositeFlow,1,1,0,72,0,0,0.8930157,2,0,-0.2,1.5,0,1.5,-0.2,8
ControlCondition,3,1,0,73,0,0,0.3363628,2,0,-0.2,1.5,0,1.5,-0.2,3
ControlCondition,0,0,0,74,0,0,0.4647396,2,0,-0.2,1,0,1,-0.2,3
FullFlow2,0,1,1.513481,75,15,16.51348,1.440616,2,-0.05176381,-0.1931852,1.5,0,1.5,0.2,7
ControlCondition,1,1,-2.921143,76,-15,-17.92114,1.636472,2,0.05176381,-0.1931852,1.5,0,1.448236,-0.1931852,3
ControlCondition,3,1,4.253611,77,15,19.25361,1.349808,2,-0.05176381,-0.1931852,1.5,0,1.5,0.2,3
SameFlow,1,1,4.595131,78,15,19.59513,1.377575,2,-0.05176381,-0.1931852,1.5,0,1.5,0.2,9
ControlCondition,2,0,0,79,0,0,0.7783127,2,0,-0.2,1,0,1,-0.2,3
ControlCondition,0,0,-1.350582,80,-15,-16.35058,1.244125,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,3
FullFlow2,1,0,7.175154,81,0,7.175154,1.678656,2,0,-0.2,1,0,1,-0.2,7
FullFlow2,3,1,4.666679,82,15,19.66668,1.404948,2,-0.05176381,-0.1931852,1.5,0,1.5,0.2,7
SameFlow,2,0,15,83,-15,0,0.4273649,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,9
OppositeFlow,0,0,0,84,0,0,0.4448732,2,0,-0.2,1,0,1,-0.2,8
FullFlow2,2,1,0,85,0,0,0.8235893,2,0,-0.2,1.5,0,1.5,-0.2,7
OppositeFlow,0,1,2.918537,86,-15,-12.08146,1.326475,2,0.05176381,-0.1931852,1.5,0,1.448236,-0.1931852,8
OppositeFlow,0,1,0,87,0,0,0.628178,2,0,-0.2,1.5,0,1.5,-0.2,8
SameFlow,2,0,0,88,0,0,0.4272966,2,0,-0.2,1,0,1,-0.2,9
ControlCondition,1,0,-6.508827,1,-15,-21.50883,2.623094,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,3
SameFlow,0,0,16.75036,2,0,16.75036,2.392709,2,0,-0.2,1,0,1,-0.2,9
OppositeFlow,1,0,11.20325,3,0,11.20325,0.9453085,2,0,-0.2,1,0,1,-0.2,8
OppositeFlow,0,1,5.429682,4,15,20.42968,117.7298,2,-0.05176381,-0.1931852,1.5,0,1.5,0.2,8
FullFlow2,2,1,5.005142,5,-15,-9.994858,0.8287911,2,0.05176381,-0.1931852,1.5,0,1.448236,-0.1931852,7
OppositeFlow,3,1,11.74102,6,0,11.74102,0.8261184,2,0,-0.2,1.5,0,1.5,-0.2,8
FullFlow2,1,0,31.10602,7,-15,16.10602,1.179811,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,7
FullFlow2,2,0,15.68839,8,0,15.68839,1.14346,2,0,-0.2,1,0,1,-0.2,7
ControlCondition,1,0,3.7565,9,15,18.7565,1.993858,2,-0.05176381,-0.1931852,1,0,1,0.2,3
FullFlow2,1,1,30.41774,10,-15,15.41774,1.127712,2,0.05176381,-0.1931852,1.5,0,1.448236,-0.1931852,7
ControlCondition,2,1,8.756433,11,15,23.75643,1.578296,2,-0.05176381,-0.1931852,1.5,0,1.5,0.2,3
ControlCondition,1,1,0.498656,12,0,0.498656,1.493913,2,0,-0.2,1.5,0,1.5,-0.2,3
FullFlow2,3,1,22.20048,13,0,22.20048,1.763087,2,0,-0.2,1.5,0,1.5,-0.2,7
SameFlow,3,0,18.82654,14,0,18.82654,361.686,2,0,-0.2,1,0,1,-0.2,9
SameFlow,1,1,17.00325,15,0,17.00325,1.146198,2,0,-0.2,1.5,0,1.5,-0.2,9
FullFlow2,2,0,1.541174,16,15,16.54117,1.479697,2,-0.05176381,-0.1931852,1,0,1,0.2,7
OppositeFlow,2,0,7.519205,17,15,22.51921,1.395887,2,-0.05176381,-0.1931852,1,0,1,0.2,8
ControlCondition,0,0,5.856403,18,15,20.8564,1.377937,2,-0.05176381,-0.1931852,1,0,1,0.2,3
FullFlow2,0,0,15.31576,19,0,15.31576,1.212518,2,0,-0.2,1,0,1,-0.2,7
ControlCondition,3,1,-2.315187,20,-15,-17.31519,3.026358,2,0.05176381,-0.1931852,1.5,0,1.448236,-0.1931852,3
SameFlow,0,0,-3.333941,21,-15,-18.33394,1.259331,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,9
OppositeFlow,0,1,-1.346123,22,-15,-16.34612,1.745492,2,0.05176381,-0.1931852,1.5,0,1.448236,-0.1931852,8
SameFlow,0,0,-7.586687,23,-15,-22.58669,1.628987,2,0.05176381,-0.1931852,1,0,0.9482362,-0.1931852,9
OppositeFlow,2,0,0,24,0,0,1.329509,2,0,-0.2,1,0,1,-0.2,8
FullFlow2,3,1,-10.84646,25,0,-10.84646,1.044698,2,0,-0.2,1.5,0,1.5,-0.2,7
